,zpid_of_the_house,place name,category
15624,25699844,Manning Park,park
15625,25699844,Moffett Park,park
15626,25699844,Drew Park,park
15627,25699844,Farquhar Park,park
15628,25699844,McCallen Park,park
15629,25699844,Wardlow Park,park
15630,25699844,Newland Park,park
15631,25699844,Bartlett Park,park
15632,25699844,Langenbeck Park,park
15633,25699844,Perry Park,park
15634,25699844,Joseph R Perry Elementary School,school
15635,25699844,S A Moffett Elementary School,school
15636,25699844,William T Newland Elementary School,school
15637,25699844,Peterson School,school
15638,25734317,Walmart Neighborhood Market,grocery store
15639,25734317,Vons,grocery store
15640,25734317,Edison Community Park,park
15641,25734317,Lake Park,park
15642,25734317,Manning Park,park
15643,25734317,Drew Park,park
15644,25734317,William E Kettler Elementary School,school
15645,25734317,Peterson School,school
15646,25734317,Triangle Park,park
15647,25734317,Bauer Park,park
15648,25734327,Walmart Neighborhood Market,grocery store
15649,25734327,Vons,grocery store
15650,25734327,Edison Community Park,park
15651,25734327,Lake Park,park
15652,25734327,Manning Park,park
15653,25734327,Drew Park,park
15654,25734327,William E Kettler Elementary School,school
15655,25734327,Peterson School,school
15656,25734327,Triangle Park,park
15657,25734327,Bauer Park,park
15658,25113804,Walmart Neighborhood Market,grocery store
15659,25113804,Ethel Dwyer Middle School,school
15660,25113804,Lake Park,park
15661,25113804,Manning Park,park
15662,25113804,Drew Park,park
15663,25113804,Farquhar Park,park
15664,25113804,Worthy Park,park
15665,25113804,McCallen Park,park
15666,25113804,Bartlett Park,park
15667,25113804,Peterson School,school
15668,25113804,Triangle Park,park
15669,25113804,Agnes L Smith Elementary School,school
15670,25734365,Walmart Neighborhood Market,grocery store
15671,25734365,Vons,grocery store
15672,25734365,Edison Community Park,park
15673,25734365,Lake Park,park
15674,25734365,Manning Park,park
15675,25734365,Drew Park,park
15676,25734365,Farquhar Park,park
15677,25734365,William E Kettler Elementary School,school
15678,25734365,Peterson School,school
15679,25734365,Triangle Park,park
15680,25734365,Bauer Park,park
15681,25697576,name=Trader Joe's,grocery store
15682,25697576,Huntington Beach High School,school
15683,25697576,Albertsons,grocery store
15685,25697576,McCallen Park,park
15686,25697576,Newland Park,park
15687,25697576,Bartlett Park,park
15688,25697576,Langenbeck Park,park
15689,25697576,Talbert Park,park
15690,25697576,Perry Park,park
15691,25697576,Helme Park,park
15692,25697576,Harper Park,park
15693,25697576,Courreges Park,park
15694,25697576,Lambert Park,park
15695,25697576,Terry Park,park
15696,25697576,Roch Courreges Elementary School,school
15697,25697576,Joseph R Perry Elementary School,school
15698,25697576,Peter Green Park,park
15699,25697576,John Baca Park,park
15700,25697576,Samuel E Talbert Middle School,school
15701,25734545,name=Trader Joe's,grocery store
15702,25734545,Huntington Beach High School,school
15703,25734545,Ralphs,grocery store
15704,25734545,Albertsons,grocery store
15706,25734545,Ethel Dwyer Middle School,school
15707,25734545,Lake Park,park
15708,25734545,Farquhar Park,park
15709,25734545,Worthy Park,park
15710,25734545,McCallen Park,park
15711,25734545,Bartlett Park,park
15712,25734545,Perry Park,park
15713,25734545,Joseph R Perry Elementary School,school
15714,25734545,Peter Green Park,park
15715,25734545,Discovery Well Park,park
15716,25734545,John Baca Park,park
15717,25734545,Bailey Park,park
15718,25734545,Finley Park,park
15719,25734545,Agnes L Smith Elementary School,school
15720,25734545,Huntington Beach,park
15721,25768393,Harbour View Elementary School,school
15722,25768393,Harbour View Park,park
15723,25768393,Bolsa View Park,park
15724,25768393,Marine View Park,park
15725,25768393,Wieder Park,park
15726,25768393,Gibbs Park,park
15727,25768393,Marine View Middle School,school
15728,25768393,Village View Elementary School,school
15729,25768393,Trader Joe's,grocery store
15730,25768393,Haven Park,park
15731,25768393,Parkside Estates Park,park
15732,25111470,Harriett M. Wieder Regional Park,park
15733,25111470,Pattinson Park,park
15734,25111470,Discovery Well Park,park
15735,25111470,Bailey Park,park
15736,25111470,Finley Park,park
15737,25111470,Huntington Beach,park
15738,25111470,,school
15739,25111797,Harriett M. Wieder Regional Park,park
15740,25111797,Pattinson Park,park
15741,25111797,Discovery Well Park,park
15742,25111797,Bailey Park,park
15743,25111797,Finley Park,park
15744,25111797,Huntington Beach,park
15745,25111797,,school
15746,25734281,Walmart Neighborhood Market,grocery store
15747,25734281,Vons,grocery store
15748,25734281,Edison Community Park,park
15749,25734281,Manning Park,park
15750,25734281,Drew Park,park
15751,25734281,William E Kettler Elementary School,school
15752,25734281,Peterson School,school
15753,25734281,Triangle Park,park
15754,25734281,Bauer Park,park
15755,25113502,Walmart Neighborhood Market,grocery store
15756,25113502,Ethel Dwyer Middle School,school
15757,25113502,Lake Park,park
15758,25113502,Manning Park,park
15759,25113502,Farquhar Park,park
15760,25113502,Peterson School,school
15761,25113502,Triangle Park,park
15762,25113502,Agnes L Smith Elementary School,school
15763,25288445,Harriett M. Wieder Regional Park,park
15764,25288445,Hope View Elementary School,school
15765,25288445,Huntington Central Park,park
15766,25288445,Bolsa View Park,park
15767,25288445,Hope View Park,park
15768,25288445,Marine View Park,park
15769,25288445,Discovery Well Park,park
15770,25288445,Marine View Middle School,school
15771,25288445,Mesa View Middle School,school
15772,25288445,Huntington Beach,park
15773,25288445,,school
15774,25724453,Walmart Neighborhood Market,grocery store
15775,25724453,Vons,grocery store
15776,25724453,Albertsons,grocery store
15777,25724453,Lake Park,park
15778,25724453,Manning Park,park
15779,25724453,Moffett Park,park
15780,25724453,Drew Park,park
15781,25724453,Farquhar Park,park
15782,25724453,McCallen Park,park
15783,25724453,Wardlow Park,park
15784,25724453,Newland Park,park
15785,25724453,Bartlett Park,park
15786,25724453,Langenbeck Park,park
15787,25724453,Joseph R Perry Elementary School,school
15788,25724453,S A Moffett Elementary School,school
15789,25724453,William T Newland Elementary School,school
15790,25724453,Peterson School,school
15791,25724453,Triangle Park,park
15792,25271488,Edison High School,school
15793,25271488,Vons,grocery store
15794,25271488,Brethren Christian Junior-Senior High School,school
15795,25271488,Edison Community Park,park
15796,25271488,Gisler Park,park
15797,25271488,Eader Park,park
15798,25271488,Seeley Park,park
15799,25271488,Burke Park,park
15800,25271488,Sowers Park,park
15801,25271488,Hawes Park,park
15802,25271488,Moffett Park,park
15803,25271488,William E Kettler Elementary School,school
15804,25271488,S A Moffett Elementary School,school
15805,25271488,Isaac L Sowers Middle School,school
15806,25271488,Ralph E Hawes Elementary School,school
15807,25271488,Huntington Christian School,school
15808,25271488,John H Eader Elementary School,school
15809,25271488,Peterson School,school
15810,25271488,Bauer Park,park
15811,25271488,Huntington Beach,park
15812,25724458,Walmart Neighborhood Market,grocery store
15813,25724458,Vons,grocery store
15814,25724458,Albertsons,grocery store
15815,25724458,Lake Park,park
15816,25724458,Manning Park,park
15817,25724458,Moffett Park,park
15818,25724458,Drew Park,park
15819,25724458,Farquhar Park,park
15820,25724458,McCallen Park,park
15821,25724458,Wardlow Park,park
15822,25724458,Newland Park,park
15823,25724458,Bartlett Park,park
15824,25724458,Joseph R Perry Elementary School,school
15825,25724458,S A Moffett Elementary School,school
15826,25724458,William T Newland Elementary School,school
15827,25724458,Peterson School,school
15828,25724458,Triangle Park,park
15829,25722097,Edison High School,school
15830,25722097,Vons,grocery store
15831,25722097,Brethren Christian Junior-Senior High School,school
15832,25722097,Edison Community Park,park
15833,25722097,Gisler Park,park
15834,25722097,Burke Park,park
15835,25722097,Sowers Park,park
15836,25722097,Hawes Park,park
15837,25722097,Moffett Park,park
15838,25722097,Drew Park,park
15839,25722097,Wardlow Park,park
15840,25722097,Newland Park,park
15841,25722097,Bartlett Park,park
15842,25722097,William E Kettler Elementary School,school
15843,25722097,S A Moffett Elementary School,school
15844,25722097,William T Newland Elementary School,school
15845,25722097,Isaac L Sowers Middle School,school
15846,25722097,Ralph E Hawes Elementary School,school
15847,25722097,Huntington Christian School,school
15848,25722097,Peterson School,school
15849,25739489,Seal Beach National Wildlife Refuge,park
15851,25739489,Eugene B French Park,park
15852,25739489,Sea Bridge Park,park
15853,25739489,Sunset Aquatic Regional Park,park
15854,25739489,Sunset Beach,park
15863,25739489,Huntington Beach,park
15864,25111395,Harriett M. Wieder Regional Park,park
15865,25111395,Pattinson Park,park
15866,25111395,Discovery Well Park,park
15867,25111395,Bailey Park,park
15868,25111395,Finley Park,park
15869,25111395,Huntington Beach,park
15870,25111395,,school
15871,25671711,Harbour View Elementary School,school
15872,25671711,Harbour View Park,park
15873,25671711,Haven View Park,park
15874,25671711,Wieder Park,park
15875,25671711,Gibbs Park,park
15876,25671711,Village View Elementary School,school
15877,25671711,Trader Joe's,grocery store
15878,25671711,Haven View School,school
15879,25671711,Haven Park,park
15880,25671711,Parkside Estates Park,park
15881,25671711,Sunset Beach,park
15882,25724618,Walmart Neighborhood Market,grocery store
15883,25724618,Vons,grocery store
15884,25724618,Albertsons,grocery store
15885,25724618,Lake Park,park
15886,25724618,Manning Park,park
15887,25724618,Moffett Park,park
15888,25724618,Drew Park,park
15889,25724618,Farquhar Park,park
15890,25724618,McCallen Park,park
15891,25724618,Wardlow Park,park
15892,25724618,Newland Park,park
15893,25724618,Bartlett Park,park
15894,25724618,S A Moffett Elementary School,school
15895,25724618,William T Newland Elementary School,school
15896,25724618,Peterson School,school
15897,25724618,Triangle Park,park
15898,64700919,Walmart Neighborhood Market,grocery store
15899,64700919,Huntington Beach High School,school
15900,64700919,Albertsons,grocery store
15901,64700919,Ethel Dwyer Middle School,school
15902,64700919,Lake Park,park
15903,64700919,Manning Park,park
15904,64700919,Moffett Park,park
15905,64700919,Drew Park,park
15906,64700919,Farquhar Park,park
15907,64700919,Worthy Park,park
15908,64700919,McCallen Park,park
15909,64700919,Newland Park,park
15910,64700919,Bartlett Park,park
15911,64700919,Joseph R Perry Elementary School,school
15912,64700919,S A Moffett Elementary School,school
15913,64700919,William T Newland Elementary School,school
15914,64700919,Peterson School,school
15915,64700919,Triangle Park,park
15916,64700919,Agnes L Smith Elementary School,school
15917,25724571,Walmart Neighborhood Market,grocery store
15918,25724571,Vons,grocery store
15919,25724571,Albertsons,grocery store
15920,25724571,Lake Park,park
15921,25724571,Manning Park,park
15922,25724571,Moffett Park,park
15923,25724571,Drew Park,park
15924,25724571,Farquhar Park,park
15925,25724571,McCallen Park,park
15926,25724571,Wardlow Park,park
15927,25724571,Newland Park,park
15928,25724571,Bartlett Park,park
15929,25724571,Joseph R Perry Elementary School,school
15930,25724571,S A Moffett Elementary School,school
15931,25724571,William T Newland Elementary School,school
15932,25724571,Peterson School,school
15933,25724571,Triangle Park,park
15934,25767944,Walmart Neighborhood Market,grocery store
15935,25767944,Ethel Dwyer Middle School,school
15936,25767944,Lake Park,park
15937,25767944,Manning Park,park
15938,25767944,Farquhar Park,park
15939,25767944,Peterson School,school
15940,25767944,Triangle Park,park
15941,25767944,Agnes L Smith Elementary School,school
15942,25697534,name=Trader Joe's,grocery store
15943,25697534,Huntington Beach High School,school
15944,25697534,Albertsons,grocery store
15946,25697534,McCallen Park,park
15947,25697534,Newland Park,park
15948,25697534,Bartlett Park,park
15949,25697534,Langenbeck Park,park
15950,25697534,Talbert Park,park
15951,25697534,Perry Park,park
15952,25697534,Helme Park,park
15953,25697534,Harper Park,park
15954,25697534,Courreges Park,park
15955,25697534,Lambert Park,park
15956,25697534,Terry Park,park
15957,25697534,Roch Courreges Elementary School,school
15958,25697534,Joseph R Perry Elementary School,school
15959,25697534,Peter Green Park,park
15960,25697534,John Baca Park,park
15961,25697534,Samuel E Talbert Middle School,school
15962,25668781,Huntington Beach High School,school
15963,25668781,Ethel Dwyer Middle School,school
15964,25668781,Lake Park,park
15965,25668781,Pattinson Park,park
15966,25668781,Farquhar Park,park
15967,25668781,Worthy Park,park
15968,25668781,Bailey Park,park
15969,25668781,Triangle Park,park
15970,25668781,Agnes L Smith Elementary School,school
15971,25111513,Harriett M. Wieder Regional Park,park
15972,25111513,Pattinson Park,park
15973,25111513,Discovery Well Park,park
15974,25111513,Bailey Park,park
15975,25111513,Finley Park,park
15976,25111513,Huntington Beach,park
15977,25111513,,school
